id_n,Year,sector_code,Sector_long,Sector_short,QIP_flag,Spl_depr_flag,mintax_flag,Assets,Turnover,Age_2023,Audit_flag,Legal_form,assets,Oper_rev,Sub_rev,Other_rev,Op_wdv,Add_assets,Dispose_assets,Add_assets_spl,profit_before_tax,Donations_grants,non_ded_exp,unrecorded_inc,dec_provision,loss_disposal,other_ded_exp,dividends,capgain_disp_assets,other_inc,charity_cont,int_exp,int_inc,e41,depr,accum_inc,accum_exp,Loss_lag1,Loss_lag2,Loss_lag3,Loss_lag4,Loss_lag5,Loss_lag6,Loss_lag7,Loss_lag8,Loss_lag9,Loss_lag10,weight
1736,2022,681,Real estate activities,3,0,0,0,119251,2230920,3,N,0,119251,2230920,0,0,0,0,0,0,-6218980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392064,9483400,6792205,0,0,0,0,0,0,0,1
1737,2022,854,Education,2,1,0,0,5977412944,759965433,7,N,0,5977412944,759965433,0,275861388,2845321,0,0,0,583099343,0,0,0,0,0,0,0,0,0,0,0,0,-401773302,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1738,2022,681,Real estate activities,2,0,0,0,335978,0,1,N,0,335978,0,0,0,0,0,0,0,-19664022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,2022,941,Activities of membership organizations,2,0,0,0,44702000,0,7,N,0,44702000,0,0,0,0,0,0,0,-10351440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10298160,8844600,8171800,8791650,8791050,0,0,0,0,0,1
1740,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,17314854,2794161,5,N,0,17314854,2794161,0,0,0,0,0,0,-13849489,0,0,0,0,0,0,0,0,0,0,0,0,-37282237,0,0,0,6990434,5461312,12913810,11900700,0,0,0,0,0,0,1
1741,2022,681,Real estate activities,2,0,0,0,2044256662,0,1,N,0,2044256662,0,0,0,0,0,0,0,-14366848,0,1111590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1742,2022,561,Food and beverage service activities,2,0,0,0,5313208,0,6,N,0,5313208,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,-303486792,0,0,0,0,0,25067260,252580543,25838989,0,0,0,0,0,1
1743,2022,682,Real estate activities,2,0,0,0,1893087651,0,4,Y,0,1893087651,0,0,0,0,0,0,0,-33841740,0,2964240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30555000,30337500,24514600,0,0,0,0,0,0,0,1
1744,2022,683,Real Estate Development,2,0,0,1,20283890607,41993400,6,N,0,20283890607,41993400,0,0,1296512,0,0,0,-89323831,0,3625924,0,0,0,0,0,0,0,0,0,0,0,367054,0,0,57635114,56830410,44824196,14562000,3640500,0,0,0,0,0,1
1745,2022,741,"Other professional, scientific and technical activities",3,0,0,0,1173400,0,3,N,0,1173400,0,0,0,0,0,0,0,-5290200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22718500,14817900,0,0,0,0,0,0,0,0,1
1746,2022,466,Import-export of food and non-alcoholic beverages,2,0,0,0,17932600,0,7,N,1,17932600,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,-34867400,0,0,0,1200000,1200000,8494050,8479650,1200000,0,0,0,0,0,1
1747,2022,681,Real estate activities,2,0,0,0,54094848498,0,2,Y,0,54094848498,0,0,3907074,0,0,0,0,-52559516,0,8944183,0,0,0,0,0,0,0,0,0,3906621,0,0,0,0,13433485,0,0,0,0,0,0,0,0,0,1
1748,2022,464,Import-export of food and non-alcoholic beverages,3,0,0,1,89870906,13077340,2,N,0,89870906,13077340,0,0,0,0,0,0,-86678160,0,0,0,0,0,0,0,0,0,0,0,0,-23450934,0,0,0,23450934,0,0,0,0,0,0,0,0,0,1
1749,2022,351,"Electric power generation, transmission and distribution",2,0,0,0,1.32E+11,1.12E+11,8,Y,0,1.32E+11,1.12E+11,0,140047001,119607114,7986980,0,0,61297649511,0,7076843414,0,0,0,0,0,0,0,0,0,140047001,0,28491997,0,0,0,0,0,0,0,0,0,0,0,0,1
1750,2022,551,Accommodation,2,0,0,0,40924149803,0,5,N,0,40924149803,0,0,0,0,0,0,0,-36428740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32250160,34308200,32320840,1200000,1200000,0,0,0,0,0,1
1751,2022,551,Accommodation,2,0,0,0,707532,44322146,4,N,0,707532,44322146,0,0,0,0,0,0,-134010441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168735873,71364761,91478398,0,0,0,0,0,0,0,1
1752,2022,791,Travel agency and related tourism activities,2,0,0,1,1157381,226380,4,N,0,1157381,226380,0,0,0,0,0,0,-4686720,0,0,0,0,0,0,0,0,0,0,0,0,-49153635,0,0,0,22135700,23388235,3629700,0,0,0,0,0,0,0,1
1753,2022,464,Import-export of food and non-alcoholic beverages,3,0,0,0,392909400,0,1,N,0,392909400,0,0,0,0,0,0,0,-7090600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1754,2022,951,Other personal services,2,0,0,0,24303227,149003576,1,N,0,24303227,149003576,0,0,0,0,0,0,-26223026,0,5195407,0,0,0,0,0,0,0,0,0,0,0,3705300,0,0,0,0,0,0,0,0,0,0,0,0,1
1755,2022,12,Agriculture,1,0,0,0,3714771789,0,4,N,0,3714771789,0,0,0,123660000,0,0,0,-37235557,0,30915000,0,0,0,0,0,0,0,0,0,0,-155247654,30915000,0,0,7155832,8234980,5747102,7646249,8778218,0,0,0,0,0,1
1756,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,1,802110410,49409493,1,N,0,802110410,49409493,0,0,62800955,0,0,0,-233748606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1757,2022,681,Real estate activities,3,0,0,0,3287201800,0,7,N,0,3287201800,0,0,0,0,0,0,0,-1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,2022,801,Security and investigation activities,3,0,0,1,229092190,147258000,8,N,1,229092190,147258000,0,0,6189159,0,0,0,-64527670,0,4812170,0,0,0,0,0,0,0,0,0,0,0,2848730,0,0,0,6615368,0,0,0,0,0,0,0,0,1
1759,2022,465,Import-export of food and non-alcoholic beverages,2,0,0,0,26203429,79775109,2,Y,0,26203429,79775109,0,0,2043111,0,0,0,-22600107,0,4603259,0,0,0,0,0,0,0,0,0,0,-43492965,1032544,0,0,43492965,0,0,0,0,0,0,0,0,0,1
1760,2022,421,CONSTRUCTION,3,0,0,0,33068520,0,1,N,1,33068520,0,0,0,0,0,0,0,-6931480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1761,2022,462,Import-export of agricultural raw materials and live animals,3,0,0,0,401782404,152240000,8,N,1,401782404,152240000,0,0,788130,0,0,0,38250914,0,2157626,0,0,0,0,0,0,0,0,0,0,0,2157626,0,0,0,0,0,0,0,0,0,0,0,0,1
1762,2022,141,Manufacture of wearing apparels,3,0,0,0,15048527441,42173577006,7,N,0,15048527441,42173577006,0,0,1001698981,42796215,0,0,7145949375,0,286036315,0,0,0,0,0,0,0,0,0,0,-229557266,212347734,0,0,0,0,0,0,0,0,0,0,0,0,1
1763,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,40489872,0,1,N,0,40489872,0,0,0,0,0,0,0,-647192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1764,2022,471,Sale in non-specialized stores,3,0,0,0,1356603212,2362984304,7,N,0,1356603212,2362984304,0,0,43548466,0,0,0,131254601,0,16093314,0,0,0,0,0,0,0,0,0,0,0,16093314,0,0,0,0,0,0,0,0,0,0,0,0,1
1765,2022,620,Software publishing,2,0,0,0,594948,0,2,Y,0,594948,0,0,0,0,0,0,0,-61777400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48441000,0,0,0,0,0,0,0,0,0,1
1766,2022,410,CONSTRUCTION,2,0,0,1,3675112881,4255556818,8,N,0,3675112881,4255556818,0,0,0,0,0,0,134006373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,2022,472,Sale in non-specialized stores,2,0,0,0,248570681,94795048,2,Y,1,248570681,94795048,0,0,103338029,115879815,0,0,-182567317,0,68815654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81252912,0,0,0,0,0,0,0,0,0,1
1768,2022,854,Education,2,0,0,0,66564900529,24637871508,6,Y,0,66564900529,24637871508,184294047,341051416,11337318815,418748304,0,0,-19916975375,41346540,22504328317,14568918474,0,0,5192099742,0,0,6902829805,0,0,29090846,-1.04E+11,2.79E+09,0,0,11633896725,19440718791,30091648072,27934014418,12473286018,0,0,0,0,0,1
1769,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,82464541,100119325,4,N,0,82464541,99855707,0,263618,0,0,0,0,-9842526,0,8404674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12899654,0,0,0,0,0,0,0,1
1770,2022,731,Advertising and market research,2,0,0,0,78663230,0,4,N,0,78663230,0,0,0,0,0,0,0,-69200489,0,4517202,0,0,0,0,0,0,0,0,0,0,-51448840,0,0,0,46022593,18638753,24065000,0,0,0,0,0,0,0,1
1771,2022,812,Services to buildings and landscape activities,2,0,0,0,90368822,470347813,3,N,0,90368822,470347813,0,0,42047735,16560475,0,0,28193839,0,14678046,0,0,0,0,0,0,0,0,0,0,0,13090706,0,0,0,0,0,0,0,0,0,0,0,0,1
1772,2022,649,Financial service activities,2,0,0,0,68803425,0,3,N,1,68803425,0,0,0,0,0,0,0,-12353525,0,389080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31393508,7357830,0,0,0,0,0,0,0,0,1
1773,2022,854,Education,2,0,0,1,28687544,8635449,1,N,0,28687544,8627009,0,8440,0,0,0,0,-15163858,0,284608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1774,2022,12,Agriculture,1,0,0,0,309201480,0,4,N,0,309201480,0,0,0,0,0,0,0,-23431800,0,494040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22678160,19971950,6854940,6053800,6054000,0,0,0,0,0,1
1775,2022,582,Software publishing,2,0,0,1,274156796,655181480,5,N,1,274156796,655063322,0,118158,24263828,2552540,0,0,-22540615,0,21936673,0,0,0,0,0,0,0,0,0,150616,0,13408184,0,0,0,0,0,0,0,0,0,0,0,0,1
1776,2022,274,Manufacture of electrical equipment,3,1,0,0,4.38E+11,58210171067,2,N,0,4.38E+11,58210171067,0,0,0,1.92E+11,0,0,-10210885580,0,4491033896,0,0,0,0,0,0,0,0,0,0,0,38498839220,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,2022,479,Sale of computers and electronic equipment,3,0,0,1,1315125546,607714075,1,N,0,1315125546,607714075,0,0,613669892,0,0,0,34701946,0,94645795,0,0,0,0,0,0,0,0,33737168,0,0,190452505,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,2022,478,Sale of computers and electronic equipment,3,0,0,1,490205365,1409763051,7,N,1,490205365,1409763051,0,0,86520163,0,0,0,101810409,0,31533368,0,0,0,0,0,0,0,0,0,0,-115908040,17435737,0,0,17291701,0,17257969,0,0,0,0,0,0,0,1
1779,2022,692,Legal and accounting activities,2,0,0,0,93613047,346221585,5,Y,0,93613047,346221585,0,2192755,10994690,17085138,0,0,44123575,0,25454176,0,0,0,0,0,0,0,0,0,0,0,11558191,0,0,0,0,0,0,0,0,0,0,0,0,1
1780,2022,479,Sale of computers and electronic equipment,2,0,0,1,195255926,64807550,5,N,0,195255926,56185564,0,8621986,7204801,0,0,0,-172306284,0,6782093,0,0,0,0,0,0,0,0,0,0,0,3487819,0,0,226742082,36093171,6062600,5850200,0,0,0,0,0,0,1
1781,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,144595604,21738,3,N,0,144595604,0,0,21738,0,0,0,0,-187458085,0,313633,0,0,0,0,0,0,0,0,0,0,-217629880,0,0,0,184895353,32734527,0,0,0,0,0,0,0,0,1
1782,2022,869,Human health and social activities,2,0,0,0,907704,0,7,N,0,907704,0,0,0,0,0,0,0,-1235100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222200,13941750,18218400,18189000,17380000,0,0,0,0,0,1
1783,2022,791,Travel agency and related tourism activities,3,0,0,0,15088970,165,1,N,0,15088970,0,0,165,0,0,0,0,-26081030,0,720475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1784,2022,522,Warehousing and support activities for transportation,2,0,0,0,48110068,0,4,N,0,48110068,0,0,0,0,0,0,0,-51973955,0,6192915,0,0,0,0,0,0,0,0,0,0,-102451200,0,0,0,45211600,37186000,20053600,0,0,0,0,0,0,0,1
1785,2022,463,Import-export of food and non-alcoholic beverages,2,0,0,0,400584100,0,1,N,0,400584100,0,0,0,0,0,0,0,-11115900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1786,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,1,2221426158,5300960108,8,N,0,2221426158,5300613745,0,346363,89895,0,0,0,-39852931,0,6160720,0,0,0,0,0,0,0,0,0,0,0,26541,0,0,0,0,0,0,0,0,0,0,0,0,1
1787,2022,465,Import-export of food and non-alcoholic beverages,3,0,0,0,5851121,0,1,Y,0,5851121,0,0,535,0,0,0,0,-25232229,0,1539758,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,2022,181,Printing and related services,2,0,0,0,160063906,2602438164,4,N,0,160063906,2602438164,0,0,0,207200000,0,0,29232693,0,41440000,0,0,0,0,0,0,0,0,0,0,0,41440000,0,0,30864543,1008371902,831132342,0,0,0,0,0,0,0,1
1789,2022,801,Security and investigation activities,2,0,0,0,20405891,0,3,N,0,20405891,0,0,0,0,0,0,0,-8812715,0,0,0,0,0,0,0,0,0,0,0,0,-31456394,0,0,0,9613394,21155350,0,0,0,0,0,0,0,0,1
1790,2022,551,Accommodation,2,1,0,0,3525094033,0,7,N,0,3525094033,0,0,0,41128406,0,0,0,-1321557,0,0,0,0,0,0,0,0,0,0,0,0,0,10282102,0,0,15017223,0,0,0,0,0,0,0,0,0,1
1791,2022,141,Manufacture of wearing apparels,3,0,0,0,442046250,228802275,1,N,0,442046250,228802275,0,0,0,0,0,0,-116554733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1792,2022,181,Printing and related services,2,0,0,1,176657316,567914822,4,N,0,176657316,567914822,0,0,40515531,730690,0,0,66318159,0,22102036,0,0,0,0,0,0,0,0,0,0,-77606742,10813453,0,0,0,18261083,0,0,0,0,0,0,0,0,1
1793,2022,741,"Other professional, scientific and technical activities",2,0,0,1,12366098,170740377,4,N,0,12366098,170740377,0,0,841412,0,0,0,30334805,0,553325,0,0,0,0,0,0,0,0,0,0,-22003278,350307,0,0,14226687,410009,8186600,0,0,0,0,0,0,0,1
1794,2022,329,Manufacture of musical instruments,3,0,0,0,3.83E+11,3.29E+11,4,N,0,3.83E+11,3.27E+11,0,1688621062,89383415210,46111193223,0,0,32596674101,0,10683162706,0,0,0,0,0,0,0,0,9000003339,1688621062,0,1.39E+11,0,0,25988606020,50218377,1410034536,0,0,0,0,0,0,0,1
1795,2022,682,Real estate activities,2,0,0,1,338087012,1442369747,6,N,0,338087012,1441855246,0,514501,44582808,25360720,0,0,-276709828,0,26852433,0,0,0,0,0,0,0,0,37080954,11445,0,25486434,0,0,199925968,163760412,567986381,227129244,11772568,0,0,0,0,0,1
1796,2022,181,Printing and related services,2,0,0,1,1544051126,4143433940,8,N,0,1544051126,4143198571,0,235369,67079112,9149291,0,0,-787856600,19967985,236986891,0,0,0,0,0,0,0,19967985,0,0,0,19796578,0,0,272142051,1399793470,2117130911,2081018799,1707412987,0,0,0,0,0,1
1797,2022,103,Processing and preserving of fruit and vegetables,2,0,0,0,10868880,0,3,Y,0,10868880,0,0,0,0,0,0,0,-7245920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7058520,7573100,0,0,0,0,0,0,0,0,1
1798,2022,561,Food and beverage service activities,2,0,0,0,26262343,0,3,N,1,26262343,0,0,0,0,0,0,0,-33199488,0,2321988,0,0,0,0,0,0,0,0,0,0,-43252200,0,0,0,30488400,12763800,0,0,0,0,0,0,0,0,1
1799,2022,410,CONSTRUCTION,2,0,0,1,2078207961,3760217787,1,N,0,2078207961,3760217787,0,0,0,0,0,0,78207961,0,39482383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,2022,682,Real estate activities,2,0,0,0,50048568,0,1,Y,0,50048568,0,0,0,0,17381129,0,0,-30033772,0,5745062,206,0,0,41170,0,0,0,0,0,0,0,5168082,0,0,0,0,0,0,0,0,0,0,0,0,1
1801,2022,477,Sale of computers and electronic equipment,2,0,0,0,13826569,306600477,7,N,1,13826569,306600477,0,0,0,0,0,0,-40598962,0,0,0,0,0,0,0,0,0,0,0,0,-347336961,0,0,0,53708702,181582259,0,0,133619972,0,0,0,0,0,1
1802,2022,702,Activities of head offices; management consultancy activities,2,0,0,0,85036427,0,1,N,0,85036427,0,0,0,0,17652512,0,0,-34963573,0,8222952,0,0,0,0,0,0,0,0,0,0,0,7525097,0,0,0,0,0,0,0,0,0,0,0,0,1
1803,2022,681,Real estate activities,3,0,0,1,1127681533,545678581,8,N,1,1127681533,0,545678581,0,20780580,0,0,0,-39097961,0,9963736,0,0,0,0,0,0,0,0,0,0,0,4162075,0,0,181185177,0,0,0,0,0,0,0,0,0,1
1804,2022,471,Sale in non-specialized stores,3,0,0,0,1092927589,24400300,1,N,0,1092927589,24400300,0,0,0,0,0,0,-99172683,0,10124803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,2022,501,Transport,2,0,0,0,9826323156,5391664370,7,N,0,9826323156,5391664370,0,8306253,292485,14327160,0,0,789930108,0,220404418,0,0,0,104056681,0,0,0,0,0,8299131,0,7297086,0,0,0,0,0,0,0,0,0,0,0,0,1
1806,2022,141,Manufacture of wearing apparels,3,0,0,0,24249041495,51855931491,7,Y,0,24249041495,51855931491,0,11896854,952008669,187570523,0,0,-4733480,3649300,1280855639,0,0,0,2248474,0,0,0,3649300,966647724,248170,-1670348920,268379243,0,0,0,2113453374,0,952151197,11029171,0,0,0,0,0,1
1807,2022,551,Accommodation,2,0,0,0,16193370534,0,7,N,1,16193370534,0,0,0,0,0,0,0,-3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3141536,944802817,639062907,805929100,0,0,0,0,0,1
1808,2022,477,Sale of computers and electronic equipment,3,0,0,1,520716270,14950000,7,N,1,520716270,14950000,0,0,0,0,0,0,1398896,0,149500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1809,2022,239,Manufacture of products made of clay and stones,3,0,0,0,211705774,0,7,N,0,211705774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266295829,656569798,611784690,521912921,816164242,0,0,0,0,0,1
1810,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,269512335,1756087529,8,N,1,269512335,1756087529,0,0,60901177,0,0,0,-146441801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,1.20E+11,0,7,Y,1,1.20E+11,0,0,0,0,0,0,0,-11020800,0,0,0,0,0,0,0,0,0,0,0,0,-76687800,0,0,0,10963200,10971000,10925200,10907600,10908600,0,0,0,0,0,1
1812,2022,812,Services to buildings and landscape activities,2,0,0,0,30722390,0,7,Y,0,30722390,0,0,0,0,0,0,0,-12077910,0,819660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000,1200000,14065679,35952778,0,0,0,0,0,1
1813,2022,477,Sale of computers and electronic equipment,2,0,0,0,308342386,0,5,N,0,308342386,0,0,0,0,0,0,0,-32337182,0,1482120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27473753,11196438,15787800,11942200,0,0,0,0,0,0,1
1814,2022,351,"Electric power generation, transmission and distribution",2,0,0,0,167599500,0,6,N,0,167599500,0,0,0,0,0,0,0,-6109200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081200,6087900,6062700,6053100,2006400,0,0,0,0,0,1
1815,2022,681,Real estate activities,3,0,0,1,3237388103,281930000,1,N,1,3237388103,281930000,0,0,18730000,0,0,0,23750163,422820,9927820,0,0,0,0,0,0,0,0,19469287,0,0,9505000,0,0,0,0,0,0,0,0,0,0,0,0,1
1816,2022,421,CONSTRUCTION,2,0,0,0,604534292,1677417,8,N,0,604534292,0,0,1677417,74482141,0,25747273,0,-256348233,0,11742431,1677417,0,0,0,0,1677417,0,0,0,0,0,11742431,0,0,429080294,356662699,220272252,174812085,126524909,0,0,0,0,0,1
1817,2022,591,"Motion picture, video and, sound and music publishing activities",2,0,0,0,0,0,6,Y,1,0,0,0,0,0,0,0,0,-13221755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819546,51946030,4354710,8967360,13198880,0,0,0,0,0,1
1818,2022,477,Sale of computers and electronic equipment,3,0,0,0,238178454,0,1,N,0,238178454,0,0,0,0,0,0,0,-173521546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1819,2022,475,Sale of computers and electronic equipment,3,0,0,1,93875500,12300100,4,N,1,93875500,12300100,0,0,0,0,0,0,-1079900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044600,828400,0,0,0,0,0,0,0,0,1
1820,2022,477,Sale of computers and electronic equipment,2,0,0,0,137008984,494,4,N,0,137008984,0,0,494,0,0,0,0,-17871074,0,988080,0,0,0,0,0,0,494,0,0,0,0,0,0,0,16707148,15260207,16187800,0,0,0,0,0,0,0,1
1821,2022,852,Education,2,1,0,0,5181992,113477389,2,N,0,5181992,0,0,113477389,0,0,0,0,-4658008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1822,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,109518827,0,1,N,0,109518827,0,0,0,0,0,0,0,-10551162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1823,2022,351,"Electric power generation, transmission and distribution",3,0,0,1,16412809545,9572002400,8,N,0,16412809545,9572002400,0,4434866900,11441662263,953038654,0,0,678608431,0,2528185269,0,0,0,0,0,0,0,0,360617117,0,0,2528185269,0,0,0,0,0,0,0,0,0,0,0,0,1
1824,2022,479,Sale of computers and electronic equipment,2,0,0,0,997508,0,2,N,0,997508,0,0,0,0,0,0,0,-14869534,0,7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8673424,0,0,0,0,0,0,0,0,0,1
1825,2022,463,Import-export of food and non-alcoholic beverages,3,0,0,0,35387600,0,1,N,0,35387600,0,0,0,0,0,0,0,-16612400,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1826,2022,410,CONSTRUCTION,3,0,0,1,573351986,2335523000,8,N,1,573351986,2335523000,0,0,33637940,0,0,0,39179706,0,18745099,0,0,0,0,0,0,0,0,0,0,0,10009485,0,0,0,0,0,0,0,0,0,0,0,0,1
1827,2022,383,Waste management,2,0,0,1,5829712593,23055200,4,N,0,5829712593,0,23055200,0,378975509,689696843,0,0,-380183418,0,256503097,0,0,0,0,0,0,0,0,0,0,0,312097042,0,0,287945866,253629327,217709381,0,0,0,0,0,0,0,1
1828,2022,478,Sale of computers and electronic equipment,2,0,0,1,142877891,1502912456,5,N,0,142877891,1502912456,0,0,0,0,0,0,34253522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1829,2022,479,Sale of computers and electronic equipment,3,0,0,0,448822792,1025802630,7,N,1,448822792,1025802630,0,0,0,0,0,0,56400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1830,2022,141,Manufacture of wearing apparels,3,0,0,1,2431005900,22553034262,8,N,1,2431005900,22363056656,0,189977606,2407425271,0,0,0,555992717,0,866245591,0,0,1688847931,0,0,189977606,0,0,0,0,0,484237700,0,0,0,0,594962277,0,0,0,0,0,0,0,1
1831,2022,11,Agriculture,1,0,0,0,95326029,0,4,Y,0,95326029,0,0,0,0,0,0,0,-11253240,0,981300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832,2022,561,Food and beverage service activities,3,0,0,0,19452825,0,1,N,1,19452825,0,0,0,0,0,0,0,-42302175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1833,2022,801,Security and investigation activities,3,0,0,0,350811160,0,3,N,0,350811160,0,0,0,0,0,0,0,-15924000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19788440,13476400,0,0,0,0,0,0,0,0,1
1834,2022,462,Import-export of agricultural raw materials and live animals,3,0,0,1,202172936,46134900,1,N,0,202172936,46134900,0,0,0,0,0,0,2305590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1835,2022,812,Services to buildings and landscape activities,2,0,0,1,186779809,3430186374,6,N,0,186779809,3430186374,0,0,71379045,52358854,0,0,82938858,0,38543848,0,0,0,0,0,0,0,0,0,0,0,35359070,0,0,0,0,12981662,0,0,0,0,0,0,0,1
1836,2022,681,Real estate activities,3,0,0,0,32451380,0,1,N,0,32451380,0,0,0,0,0,0,0,-7548620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1837,2022,331,Repair and installation of machinery and equipment,2,0,0,1,725881362,6652920536,8,N,0,725881362,6649805943,0,3114593,152974367,97487802,0,0,138641169,658720,461751730,73076750,756331393,0,276805681,0,0,0,0,0,0,-134894551,94006143,0,0,0,0,0,0,0,0,0,0,0,0,1
1838,2022,681,Real estate activities,2,0,0,1,3116788971,32368801,4,N,0,3116788971,27471547,0,4897254,0,0,0,0,-181497648,0,8218059,0,0,0,0,0,0,0,0,30453614,145742,0,0,0,0,172557906,179303353,121241453,0,0,0,0,0,0,0,1
1839,2022,11,Agriculture,1,0,0,0,10829483939,0,4,N,0,10829483939,0,0,0,0,2678520200,0,0,-723531534,6175500,129886548,0,0,0,0,0,0,0,0,7741936,0,0,535704040,0,0,239084579,461319791,299769069,305280000,351280000,0,0,0,0,0,1
1840,2022,464,Import-export of food and non-alcoholic beverages,3,0,0,0,40000000,0,1,N,0,40000000,0,0,0,0,0,0,0,-204905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1841,2022,464,Import-export of food and non-alcoholic beverages,2,0,0,0,659194074,25224517,3,Y,0,659194074,25224517,39029,0,0,84131017,0,0,-48945043,0,22601093,0,0,0,0,0,0,0,0,0,0,0,21392867,0,0,0,0,47736818,7322100,5668550,0,0,0,0,0,1
